date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:32:06	220585/220585	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Sep%202020%2002:32:05%20GMT	https://sitokata.detoxcantay.online/botcantayf99	D:/Documents/Clone%20Ladi/Demo%20Pre/sitokata.detoxcantay.online/botcantayf99.html	(from )
09:32:06	22/22	---M--	200	added ('OK')	text/plain	date:Tue,%2022%20Sep%202020%2002:32:06%20GMT	https://sitokata.detoxcantay.online/robots.txt		(from )
09:32:06	150/150	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Sep%202020%2002:32:06%20GMT	https://static.ladipage.net/5c113e00f5d1592491ee50b4/83976007_2584884971828009_6580222121782280192_o-20200824095336.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/static.ladipage.net/5c113e00f5d1592491ee50b4/83976007_2584884971828009_6580222121782280192_o-20200824095336.1.delayed	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:07	156986/156986	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2022%20Sep%202020%2002:32:07%20GMT	https://w.ladicdn.com/v2/source/ladipage.min.js?v=1600658470710	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/v2/source/ladipage.minef2a.js	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:07	195371/195371	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:07%20GMT	https://w.ladicdn.com/s750x950/5c113e00f5d1592491ee50b4/hong-diem-3-1599882525617522452179-20200916103054.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x950/5c113e00f5d1592491ee50b4/hong-diem-3-1599882525617522452179-20200916103054.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:07	289112/289112	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:07%20GMT	https://w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/hong-diem-11-8331-1567434636-20200822035041-20200916090900.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/hong-diem-11-8331-1567434636-20200822035041-20200916090900.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:07	63136/63136	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:07%20GMT	https://w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/ff5a7a1b235bca05934a-20200822034940-20200916091035.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/ff5a7a1b235bca05934a-20200822034940-20200916091035.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:08	90458/90458	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:08%20GMT	https://w.ladicdn.com/s750x900/5c113e00f5d1592491ee50b4/cuoc-hon-nhan-kin-tieng-cua-hong-diem-va-chong-doanh-nhan-20200916102741.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x900/5c113e00f5d1592491ee50b4/cuoc-hon-nhan-kin-tieng-cua-hong-diem-va-chong-doanh-nhan-20200916102741.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:08	142133/142133	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:08%20GMT	https://w.ladicdn.com/s750x550/5c113e00f5d1592491ee50b4/0-20200824034448-20200916092029.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x550/5c113e00f5d1592491ee50b4/0-20200824034448-20200916092029.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
09:32:08	21104/21104	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2022%20Sep%202020%2002:32:08%20GMT	https://w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/0-20200824035021-20200916092116.jpg	D:/Documents/Clone%20Ladi/Demo%20Pre/w.ladicdn.com/s750x600/5c113e00f5d1592491ee50b4/0-20200824035021-20200916092116.jpg	(from https://sitokata.detoxcantay.online/botcantayf99)
